Topic_Code,Topic_Categories,Question,Response
AASKK01,Ploting,What is a bar chart in pandas?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,GroupBy,How to groupby one column in pandas?,https://link.medium.com/XOwcO3Alk7
AASKK01,GroupBy,How to groupby multiple columns in pandas?,https://link.medium.com/XOwcO3Alk7
AASKK01,GroupBy,How to group numbers in pandas?,https://link.medium.com/XOwcO3Alk7
AASKK01,GroupBy,How to select list of columns for groupby in pandas?,https://link.medium.com/XOwcO3Alk7
AASKK01,GroupBy,What is the difference between aggregating by size and count in pandas?,https://link.medium.com/XOwcO3Alk7
AASKK01,Misc,How to comment multiple lines in python?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,What are docstrings in Python?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,How can the ternary operators be used in python?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,"What does this mean: *args, **kwargs? And why would we use it?",https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,What does len() do?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,File,How can files be deleted in Python?,https://chrisalbon.com/#python
AASKK01,Numpy,How to create Array and summary of Array,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,how to identify a Position in an array?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,What is Indexing?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,How to create matrix?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,Converting a data type to different data type using Numpy?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,How to use different functions using Numpy?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,How to print a numpy array by suppressing the scientific notation (like 1e10)?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,How to make a python function that handles scalars to work on numpy arrays,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Numpy,How to do Ranking?,https://www.kaggle.com/python10pm/learn-numpy-the-hard-way-70-exercises-solutions
AASKK01,Ploting,Which library would you prefer for plotting in Python language?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,Is it possible to plot histogram in Pandas without calling Matplotlib?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,Which python library is built on top of matplotlib and Pandas to ease data plotting?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,What are different types of plots in python,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,What is Stacked barplot with matplotlib,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,Which plot is used for correlation,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,Histogram used for?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,Ploting,Matplotlib Python Plotting Ways?,https://www.kaggle.com/python10pm/plotting-with-python-learn-80-plots-step-by-step
AASKK01,String,What are strings?,https://chrisalbon.com/#python
AASKK01,String,How to implement string split ?,https://chrisalbon.com/#python
AASKK01,String,How to capitalize the first letter of a string,https://chrisalbon.com/#python
AASKK01,String,How to lower the case of entire string,https://chrisalbon.com/#python
AASKK01,String,What is split used for in spring function?,https://chrisalbon.com/#python
AASKK01,Statistics,python and statistical analysis tutorials,https://chrisalbon.com/#statistics
AASKK01,Statistics,How different statistical tests are performed in python,https://chrisalbon.com/#statistics
AASKK01,Statistics,taking a t-test with python?,https://chrisalbon.com/#statistics
AASKK01,Statistics,chi squared results in r and python,https://chrisalbon.com/#statistics
AASKK01,Statistics,what is descriptive statistics,https://chrisalbon.com/#statistics
AASKK01,Statistics,What is describe function in python,https://chrisalbon.com/#statistics
AASKK01,Statistics,What is quantile analysis in python?,https://chrisalbon.com/#statistics
AASKK01,Statistics,How to calculate statistics from python?,https://chrisalbon.com/#statistics
AASKK01,Statistics,Can you give me some tutorials on Statistical analysis of python?,https://chrisalbon.com/#statistics
AASKK01,Statistics,How to get dataframe various summary statistics?,https://chrisalbon.com/#statistics
AASKK01,Sets,what are sets,https://chrisalbon.com/#python
AASKK01,Sets,whether we can have unique elements in sets?,https://chrisalbon.com/#python
AASKK01,Sets,whether sets are mutable?,https://chrisalbon.com/#python
AASKK01,Sets,what operations we can perform in sets? ,https://chrisalbon.com/#python
AASKK01,Dictionary,How is key value pair used in dictionary,https://chrisalbon.com/#python
AASKK01,Dictionary,How to create a dictionary,https://chrisalbon.com/#python
AASKK01,Dictionary,How to sort a dictionary,https://chrisalbon.com/#python
AASKK01,Dictionary,How to merge two dictionaries,https://chrisalbon.com/#python
AASKK01,Dictionary,How to convert a dictionary to dataframe,https://chrisalbon.com/#python
AASKK01,File,How to open a file inline,https://chrisalbon.com/#python
AASKK01,File,How to operate on a sentence in a file,https://chrisalbon.com/#python
AASKK01,File,What are all different modes of file reading available,https://chrisalbon.com/#python
AASKK01,File,what is file reading,https://chrisalbon.com/#python
AASKK01,File,what is file operation,https://chrisalbon.com/#python
AASKK01,GroupBy,Why groupby is needed in pandas,https://nbviewer.jupyter.org/github/fonnesbeck/Bios8366/tree/master/notebooks/
AASKK01,GroupBy,How to aggregate a groupby pandas solution,https://nbviewer.jupyter.org/github/fonnesbeck/Bios8366/tree/master/notebooks/
AASKK01,GroupBy,How to group categorical variables in pandas,https://nbviewer.jupyter.org/github/fonnesbeck/Bios8366/tree/master/notebooks/
AASKK01,GroupBy,How to group columns in pandas,https://nbviewer.jupyter.org/github/fonnesbeck/Bios8366/tree/master/notebooks/
AASKK01,GroupBy,method to group different coulumns,https://nbviewer.jupyter.org/github/fonnesbeck/Bios8366/tree/master/notebooks/
AASKK01,Lists,what is list comprehension,https://chrisalbon.com/#python
AASKK01,Lists,what is list concatenation,https://chrisalbon.com/#python
AASKK01,Lists,what is list addition,https://chrisalbon.com/#python
AASKK01,Lists,what is list removal,https://chrisalbon.com/#python
AASKK01,Lists,what is list merging,https://chrisalbon.com/#python
AASKK01,Lists,how to map two lists in python,https://chrisalbon.com/#python
AASKK01,Misc,How to serialize a pandas dataframe?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,How to create Pandas series?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,what is a value_counts of a series?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,pandas merge columns to a single time series,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,Get particular row as series from pandas dataframe,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,how to generate random numbers in python,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,"what is normal , uniform and gaussian distribution in python?",https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,what is data downsampling in pandas?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,How to sample randomly in a pandas dataframe?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,what is startified sampling in a pandas dataframe?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,What are different kind of random numbers in a pandas dataframe?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,how to generate random numbers in python with uniform distribution?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,how to generate random numbers in python with normal distribution?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,how to generate random numbers in python with  many distributions?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,Misc,How to create random large datasets?,https://www.kaggle.com/dark4user/python-programming-from-a-to-z 
AASKK01,RegularExpression,How to Match a Symbol,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to Match A Unicode Character,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to Match A Word,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to Match Any Character,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to Match Any Of A List Of Characters,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to Match Exact Text,https://chrisalbon.com/#regex
AASKK01,RegularExpression,Match Integers Of Any Length,https://chrisalbon.com/#regex
AASKK01,RegularExpression,How to match series of words,https://chrisalbon.com/#regex
